42.51301467,-83.4452858
42.51301465,-83.4452858
42.51301517,-83.44528633
42.51301512,-83.44528624
42.51301426,-83.44528718
42.5130143,-83.44528714
42.51301462,-83.44528767
42.51301462,-83.44528768
42.51301508,-83.44528896
42.51301516,-83.44528888
42.51301571,-83.44528913
42.51301577,-83.44528917
42.51301581,-83.44528849
42.51301579,-83.44528852
42.5130162,-83.44528998
42.51301621,-83.44528992
42.51301666,-83.44529071
42.51301666,-83.44529074
42.51301929,-83.44529126
42.51301929,-83.44529128
42.51301989,-83.44529058
42.5130199,-83.44529056
42.51302128,-83.44528966
42.51302126,-83.44528965
42.51302223,-83.44528932
42.51302221,-83.44528922
42.51302155,-83.44528864
42.51302154,-83.44528856
42.51302279,-83.44528893
42.5130228,-83.445289
42.51302367,-83.44528857
42.51302363,-83.44528861
42.51302381,-83.44528882
42.51302377,-83.4452888
42.5130251,-83.44528966
42.5130251,-83.44528971
42.51302572,-83.44529
42.51302573,-83.44529003
42.51302487,-83.44528874
42.51302486,-83.44528879
42.51302556,-83.44528983
42.51302554,-83.44528993
42.51302616,-83.44528965
42.51302616,-83.44528961
42.51302555,-83.44528911
42.51302555,-83.44528909
42.51302546,-83.44528893
42.51302546,-83.44528892
42.51302509,-83.44528897
42.5130251,-83.44528897
42.51302503,-83.44528834
42.513025,-83.44528837
42.51302525,-83.44528817
42.51302524,-83.44528814
42.51302519,-83.44528826
42.51302518,-83.44528825
42.51302469,-83.44528996
42.51302469,-83.44529001
42.51302505,-83.44528516
42.51302502,-83.4452851
42.51302516,-83.44528545
42.51302514,-83.44528549
42.5130231,-83.44529128
42.51302307,-83.44529124
42.51302392,-83.4452861
42.51302388,-83.44528616
42.51302448,-83.44528555
42.51302454,-83.44528559
42.51302522,-83.44528611
42.51302522,-83.44528603
42.51302299,-83.44528525
42.51302295,-83.4452853
42.51302361,-83.44528983
42.5130236,-83.44528986
42.51302393,-83.44528918
42.51302393,-83.44528913
42.51302425,-83.44528571
42.51302425,-83.44528569
42.51302184,-83.44528503
42.51302188,-83.44528511
42.51302117,-83.44528454
42.51302121,-83.44528451
42.51302045,-83.44528457
42.51302046,-83.44528453
42.51302023,-83.44528565
42.51302029,-83.44528569
42.5130196,-83.44528669
42.51301966,-83.44528664
42.51301831,-83.44528623
42.51301832,-83.44528627
42.51301774,-83.44528611
42.51301771,-83.44528609
42.51301783,-83.44528557
42.51301786,-83.44528563
42.51301584,-83.44528419
42.51301588,-83.44528422
42.5130147,-83.44528382
42.51301464,-83.44528385
42.51301442,-83.44528253
42.51301444,-83.44528254
42.51301286,-83.44528126
42.51301283,-83.44528129
42.51301401,-83.4452818
42.51301399,-83.44528174
42.51301305,-83.44528157
42.51301304,-83.44528156
42.5130107,-83.4452814
42.51301067,-83.44528136
42.5130094,-83.44528139
42.51300937,-83.44528135
42.51300899,-83.44528249
42.51300901,-83.44528252
42.51300953,-83.44528319
42.51300954,-83.44528324
42.51300478,-83.44527994
42.51300481,-83.44527991
42.51300372,-83.44528099
42.51300376,-83.44528101
42.51300512,-83.44528216
42.51300509,-83.44528214
42.51300394,-83.44528363
42.51300391,-83.44528366
42.51300482,-83.44528319
42.51300481,-83.44528327
42.51300383,-83.44528355
42.51300382,-83.44528357
42.51300269,-83.44528454
42.51300273,-83.44528448
42.51300314,-83.44528463
42.51300322,-83.44528462
42.5130032,-83.4452855
42.51300323,-83.44528541
42.51300297,-83.44528556
42.51300297,-83.44528555
42.51300309,-83.44528618
42.5130031,-83.44528617
42.51300754,-83.44527598
42.51300752,-83.44527598
42.51300661,-83.44527548
