42.51300695,-83.44528012
42.51301105,-83.44529449
42.51301479,-83.44530588
42.51302458,-83.44532029
42.51302902,-83.44533831
42.51303943,-83.4453652
42.51306051,-83.44538555
42.51308366,-83.44539932
42.51311506,-83.44541766
42.51314325,-83.44540906
42.51317552,-83.44539516
42.51320697,-83.44537711
42.51323838,-83.44535135
42.51325812,-83.4453111
42.51328434,-83.44528382
42.51331144,-83.44525104
42.51333994,-83.4452122
42.51337344,-83.44517617
42.51340951,-83.4451582
42.51344052,-83.44515593
42.51346995,-83.44515764
42.51349637,-83.44517309
42.51351724,-83.44519038
42.51353253,-83.4452146
42.51354696,-83.44524213
42.51355663,-83.44526848
42.51356024,-83.44531241
42.51355601,-83.44533629
42.5135436,-83.44536592
42.51352614,-83.44539148
42.51350442,-83.44540291
42.51347404,-83.44540797
42.51343429,-83.44539878
42.51340308,-83.44536883
42.51336854,-83.445333
42.51333832,-83.44529209
42.5133102,-83.44525556
42.51327718,-83.44521728
42.51324402,-83.4451849
42.51320827,-83.44516002
42.51317132,-83.44514165
42.51313841,-83.44513162
42.51309928,-83.44512765
42.51307012,-83.44513741
42.51304622,-83.44515221
42.51303208,-83.44517069
42.51301987,-83.44519886
42.51301438,-83.44522178
42.51301128,-83.44523881
42.51301222,-83.44525705
